湖北	仙桃	?河镇	1	仙桃市?河镇代售点	
湖北	潜江	潜江市	1	潜江市荣利代售点	
湖北	潜江	潜江市	1	潜江市江汉路代售点	
湖北	潜江	潜江市	1	潜江市正大代售点	
湖北	潜江	潜江市	1	潜江市江汉油田代售点	
湖北	天门	彭市	1	天门市彭市代售点	
湖北	天门	天门	1	天门市横林镇代售点	
湖北	天门	天门	1	天门市蒋湖农场代售点	
湖北	天门	天门市	1	天门市竞陵代售点	
湖北	天门	天门市	1	天门市侨乡客运站代售点	
湖北	天门	皂市镇	1	天门市皂市镇代售点	
湖北	仙桃	毛嘴镇	1	仙桃市毛嘴镇代售点	
湖北	仙桃	仙桃	1	仙桃市豆河镇代售点	
湖北	仙桃	仙桃市	1	仙桃市开发代售点	
湖北	仙桃	仙桃市	1	仙桃市飞天代售点	
湖北	仙桃	仙桃市	1	仙桃市安达代售点	
湖北	仙桃	仙桃市	1	仙桃市福临门代售点	
湖北	仙桃	仙桃市	1	仙桃市汽车总站代售点	
湖北	仙桃	仙桃市	1	仙桃市第二汽车客运站代售点	
湖北	仙桃	仙桃市	1	仙桃市石油代售点	
湖北	仙桃	仙桃市	1	仙桃市天河代售点	
湖北	荆州	公安县	1	荆州市南平镇代售点	
湖北	荆州	公安县	1	荆州市黄山头镇代售点	
湖北	荆州	监利	1	监利县尺八镇火车票代售处	
湖北	荆州	监利县	1	荆州市龚场镇代售点	
湖北	荆州	江陵县	1	荆州市江陵代售点	
湖北	荆州	荆州	1	荆州学苑路代售点	
湖北	荆州	荆州	1	荆州市荆中路代售点	
湖北	荆州	荆州	1	荆州市便河西路代售点	
湖北	荆州	荆州	1	荆州市城南开发区代售点	
湖北	荆州	荆州区	1	荆州市荆江代售点	
湖北	铜仁	天柱县	1	广铁青旅天柱县代售点	
湖北	铜仁	黎平县	1	广铁青旅黎平县火车票代售点	
